quarter,stock,date,open,high,low,close,volume
2,MSFT,4/21/11,$25.10 ,$26.00 ,$24.72 ,$25.52 ,158547201
2,MSFT,4/29/11,$25.56 ,$26.87 ,$25.34 ,$25.92 ,554889924
2,MSFT,5/6/11,$25.94 ,$26.25 ,$25.48 ,$25.87 ,346656165
2,MSFT,5/13/11,$25.80 ,$25.96 ,$24.95 ,$25.03 ,382293426
2,MSFT,5/20/11,$24.96 ,$25.07 ,$24.25 ,$24.49 ,311462943
2,MSFT,5/27/11,$24.21 ,$25.03 ,$24.03 ,$24.76 ,213316051
2,MSFT,6/3/11,$24.96 ,$25.10 ,$23.84 ,$23.90 ,246418070
2,MSFT,6/10/11,$23.90 ,$24.25 ,$23.69 ,$23.70 ,230307366
2,MSFT,6/17/11,$23.79 ,$29.05 ,$23.65 ,$24.26 ,280430166
2,MSFT,6/24/11,$24.17 ,$24.86 ,$24.16 ,$24.30 ,309206180
2,PFE,4/1/11,$20.42 ,$20.57 ,$20.11 ,$20.38 ,170424399
2,PFE,4/8/11,$20.55 ,$20.61 ,$20.15 ,$20.46 ,199157969
2,PFE,4/15/11,$20.55 ,$20.75 ,$20.33 ,$20.53 ,209481824
2,PFE,4/21/11,$20.32 ,$20.88 ,$19.79 ,$19.79 ,143338656
2,PFE,4/29/11,$19.95 ,$21.06 ,$19.90 ,$20.97 ,205782608
2,PFE,5/6/11,$21.14 ,$21.20 ,$20.07 ,$20.55 ,273973053
2,PFE,5/13/11,$20.53 ,$20.99 ,$20.45 ,$20.92 ,180162306
2,PFE,5/20/11,$20.84 ,$21.28 ,$20.68 ,$20.69 ,249113161
2,PFE,5/27/11,$20.49 ,$20.98 ,$20.35 ,$20.93 ,162550095
2,PFE,6/3/11,$21.00 ,$21.45 ,$20.66 ,$20.84 ,169014117
2,PFE,6/10/11,$20.82 ,$20.97 ,$20.04 ,$20.11 ,196181321
2,PFE,6/17/11,$20.08 ,$20.73 ,$20.03 ,$20.26 ,229372501
2,PFE,6/24/11,$20.09 ,$20.96 ,$20.08 ,$20.08 ,259247639
2,PG,4/1/11,$61.08 ,$62.30 ,$60.61 ,$62.08 ,43453701
2,PG,4/8/11,$62.17 ,$62.33 ,$61.47 ,$61.90 ,38792072
2,PG,4/15/11,$62.02 ,$64.21 ,$61.90 ,$64.18 ,51918017
2,PG,4/21/11,$63.67 ,$64.34 ,$63.27 ,$63.27 ,29487333
2,PG,4/29/11,$63.08 ,$65.10 ,$62.60 ,$64.90 ,53544624
2,PG,5/6/11,$65.24 ,$66.50 ,$64.90 ,$65.27 ,55046479
2,PG,5/13/11,$64.93 ,$67.31 ,$64.86 ,$66.86 ,49677302
2,PG,5/20/11,$66.66 ,$67.72 ,$66.51 ,$67.36 ,47738539
2,PG,5/27/11,$66.80 ,$67.20 ,$65.70 ,$66.20 ,37114265
2,PG,6/3/11,$66.33 ,$67.00 ,$56.57 ,$65.43 ,37312488
2,PG,6/10/11,$65.36 ,$65.64 ,$64.65 ,$64.70 ,48599369
2,PG,6/17/11,$64.65 ,$65.22 ,$63.33 ,$64.69 ,46861128
2,PG,6/24/11,$64.51 ,$65.29 ,$62.44 ,$62.59 ,53025186
2,T,4/1/11,$29.02 ,$30.97 ,$28.90 ,$30.62 ,384284485
2,T,4/8/11,$30.74 ,$31.00 ,$29.99 ,$30.71 ,148206324
2,T,4/15/11,$30.75 ,$30.84 ,$30.01 ,$30.65 ,108080405
2,T,4/21/11,$30.42 ,$30.68 ,$29.91 ,$30.68 ,76563904
2,T,4/29/11,$30.67 ,$31.82 ,$30.43 ,$31.12 ,112339712
2,T,5/6/11,$31.60 ,$31.94 ,$31.03 ,$31.26 ,156030184
2,T,5/13/11,$31.20 ,$31.79 ,$31.05 ,$31.41 ,92523592
2,T,5/20/11,$31.32 ,$31.77 ,$30.90 ,$31.32 ,102539987
2,T,5/27/11,$31.00 ,$31.30 ,$30.92 ,$31.29 ,73854767
2,T,6/3/11,$31.48 ,$31.65 ,$30.52 ,$30.65 ,85085937
2,T,6/10/11,$30.55 ,$30.61 ,$30.11 ,$30.34 ,95255686
2,T,6/17/11,$30.28 ,$30.95 ,$30.17 ,$30.77 ,114504788
2,T,6/24/11,$30.66 ,$31.33 ,$30.29 ,$30.44 ,116043866
2,TRV,4/1/11,$59.09 ,$60.01 ,$58.37 ,$59.71 ,16608737
2,TRV,4/8/11,$59.83 ,$60.00 ,$59.11 ,$59.58 ,12307164
2,TRV,4/15/11,$59.85 ,$60.85 ,$59.00 ,$59.80 ,15459751
2,TRV,4/21/11,$59.32 ,$61.32 ,$58.07 ,$61.32 ,10135730
2,TRV,4/29/11,$61.32 ,$63.37 ,$60.91 ,$63.28 ,16046782
2,TRV,5/6/11,$63.56 ,$64.17 ,$62.85 ,$63.43 ,14335889
2,TRV,5/13/11,$63.23 ,$64.09 ,$62.18 ,$62.33 ,14388418
2,TRV,5/20/11,$62.52 ,$63.11 ,$62.13 ,$62.25 ,11795580
2,TRV,5/27/11,$61.74 ,$62.00 ,$60.36 ,$61.52 ,12344531
2,TRV,6/3/11,$61.95 ,$62.25 ,$60.59 ,$61.18 ,13535632
2,TRV,6/10/11,$61.35 ,$61.68 ,$58.71 ,$59.21 ,18091902
2,TRV,6/17/11,$59.12 ,$59.32 ,$57.36 ,$57.92 ,20647583
2,TRV,6/24/11,$57.57 ,$58.28 ,$56.12 ,$56.68 ,20959450
2,UTX,4/1/11,$83.75 ,$85.95 ,$83.26 ,$85.32 ,16314122
2,UTX,4/8/11,$85.66 ,$86.00 ,$84.18 ,$84.81 ,11690792
2,UTX,4/15/11,$85.00 ,$85.56 ,$82.70 ,$83.45 ,17017620
2,UTX,4/21/11,$82.60 ,$87.10 ,$81.10 ,$87.10 ,16859647
2,UTX,4/29/11,$87.00 ,$89.80 ,$86.29 ,$89.58 ,20800024
2,UTX,5/6/11,$90.03 ,$90.67 ,$85.80 ,$89.21 ,21797524
2,UTX,5/13/11,$88.88 ,$90.18 ,$88.35 ,$88.98 ,17420630
2,UTX,5/20/11,$88.46 ,$89.25 ,$86.65 ,$87.50 ,22021867
2,UTX,5/27/11,$86.41 ,$86.72 ,$85.21 ,$86.33 ,15097865
2,UTX,6/3/11,$87.00 ,$87.79 ,$82.43 ,$83.24 ,21179642
2,UTX,6/10/11,$82.93 ,$84.52 ,$82.60 ,$82.70 ,20109892
2,UTX,6/17/11,$82.92 ,$85.26 ,$82.52 ,$84.57 ,22074891
2,UTX,6/24/11,$84.36 ,$86.21 ,$83.69 ,$84.33 ,20775217
2,VZ,4/1/11,$37.44 ,$38.95 ,$37.42 ,$38.47 ,96766651
2,VZ,4/8/11,$38.53 ,$38.70 ,$37.26 ,$37.72 ,62429599
2,VZ,4/15/11,$37.75 ,$38.00 ,$37.34 ,$37.85 ,55355691
2,VZ,4/21/11,$37.60 ,$38.00 ,$36.91 ,$36.91 ,37735134
2,VZ,4/29/11,$37.07 ,$38.42 ,$36.82 ,$37.78 ,68330713
2,VZ,5/6/11,$38.33 ,$38.33 ,$36.90 ,$37.28 ,84281362
2,VZ,5/13/11,$37.28 ,$37.68 ,$36.95 ,$37.26 ,50917728
2,VZ,5/20/11,$37.26 ,$37.41 ,$36.80 ,$37.15 ,53263954
2,VZ,5/27/11,$36.75 ,$37.03 ,$36.24 ,$36.67 ,43400125
2,VZ,6/3/11,$36.91 ,$36.99 ,$35.60 ,$35.63 ,50174214
2,VZ,6/10/11,$35.57 ,$36.14 ,$35.16 ,$35.19 ,72100710
2,VZ,6/17/11,$35.23 ,$35.92 ,$34.94 ,$35.51 ,69585912
2,VZ,6/24/11,$35.35 ,$36.17 ,$35.20 ,$36.00 ,82375230
2,WMT,4/1/11,$52.31 ,$52.74 ,$51.89 ,$52.13 ,44519431
2,WMT,4/8/11,$52.31 ,$53.24 ,$52.06 ,$52.54 ,48382262
2,WMT,4/15/11,$52.54 ,$53.96 ,$52.40 ,$53.55 ,45662991
2,WMT,4/21/11,$53.08 ,$53.95 ,$52.91 ,$53.58 ,23073491
2,WMT,4/29/11,$53.60 ,$55.16 ,$53.23 ,$54.98 ,47159044
2,WMT,5/6/11,$55.08 ,$55.79 ,$53.20 ,$55.02 ,46668727
2,WMT,5/13/11,$54.97 ,$56.03 ,$54.70 ,$55.72 ,42649301
2,WMT,5/20/11,$55.61 ,$56.47 ,$54.95 ,$55.29 ,56695842
2,WMT,5/27/11,$54.90 ,$55.50 ,$54.10 ,$54.70 ,35560853
2,WMT,6/3/11,$54.88 ,$55.22 ,$53.04 ,$53.66 ,48156051
2,WMT,6/10/11,$53.86 ,$54.30 ,$52.69 ,$52.72 ,58746396
2,WMT,6/17/11,$52.91 ,$53.29 ,$51.79 ,$52.82 ,68996550
2,WMT,6/24/11,$52.70 ,$53.70 ,$52.35 ,$52.41 ,75602550
2,XOM,4/1/11,$83.86 ,$84.94 ,$82.61 ,$84.68 ,77569311
2,XOM,4/8/11,$84.26 ,$86.22 ,$84.07 ,$85.95 ,75566590
2,XOM,4/15/11,$85.95 ,$86.15 ,$82.38 ,$84.29 ,81056144
2,XOM,4/21/11,$83.11 ,$86.36 ,$82.44 ,$86.36 ,43378708
2,XOM,4/29/11,$86.29 ,$88.00 ,$85.89 ,$87.98 ,81596868
2,XOM,5/6/11,$88.10 ,$88.13 ,$81.59 ,$82.69 ,113805856
2,XOM,5/13/11,$83.01 ,$83.76 ,$79.42 ,$80.87 ,99678100
2,XOM,5/20/11,$80.22 ,$82.58 ,$79.60 ,$81.57 ,86758820
2,XOM,5/27/11,$80.22 ,$82.63 ,$80.07 ,$82.63 ,68230855
2,XOM,6/3/11,$83.28 ,$83.75 ,$80.18 ,$81.18 ,78616295
2,XOM,6/10/11,$80.93 ,$81.87 ,$79.72 ,$79.78 ,92380844
2,XOM,6/17/11,$80.00 ,$80.82 ,$78.33 ,$79.02 ,100521400
2,XOM,6/24/11,$78.65 ,$81.12 ,$76.78 ,$76.78 ,118679791
